==============================================================================
  Time (s)    DT (s)  CV  NIT Max Residual    Fluid      Elapsed      Left    
      6.6233  0.97E-03  C  14 P0=0.59E-03     0.12s      56.81m       1.91h   
      6.6243  0.97E-03  C  14 P0=0.57E-03     0.12s      56.81m       1.91h   
      6.6253  0.97E-03  C  14 P0=0.57E-03     0.12s      56.81m       1.91h   
      6.6262  0.97E-03  C  14 P0=0.56E-03     0.12s      56.82m       1.91h   
      6.6273  0.11E-02  C  14 P0=0.56E-03     0.12s      56.82m       1.91h   
      6.6283  0.11E-02  C  15 P0=0.50E-03     0.13s      56.82m       1.91h   
      6.6294  0.11E-02  C  16 P0=0.53E-03     0.14s      56.82m       1.91h   
      6.6303  0.97E-03  C  14 P0=0.60E-03     0.26s      56.83m       1.91h   
      6.6313  0.97E-03  C  15 P0=0.52E-03     0.13s      56.83m       1.91h   
      6.6323  0.97E-03  C  15 P0=0.45E-03     0.13s      56.83m       1.91h   
      6.6332  0.97E-03  C  30 P0=0.33E-03     0.23s      56.83m       1.91h   
      6.6342  0.97E-03  C  15 P0=0.51E-03     0.12s      56.84m       1.91h   
      6.6353  0.11E-02  C  15 P0=0.46E-03     0.13s      56.84m       1.91h   
      6.6362  0.97E-03  C  15 P0=0.44E-03     0.23s      56.84m       1.91h   
      6.6371  0.97E-03  C  15 P0=0.49E-03     0.13s      56.85m       1.91h   
      6.6381  0.97E-03  C  14 P0=0.57E-03     0.12s      56.85m       1.91h   
      6.6391  0.97E-03  C  15 P0=0.47E-03     0.12s      56.85m       1.91h   
      6.6400  0.97E-03  C  14 P0=0.62E-03     0.12s      56.85m       1.91h   
      6.6411  0.11E-02  C  14 P0=0.61E-03     0.12s      56.85m       1.91h   
      6.6419  0.87E-03  C  15 P0=0.39E-03     0.21s      56.86m       1.91h   
      6.6428  0.87E-03  C  16 P0=0.31E-03     0.13s      56.86m       1.91h   
      6.6436  0.87E-03  C  14 P0=0.52E-03     0.12s      56.86m       1.91h   
      6.6445  0.87E-03  C  14 P0=0.52E-03     0.12s      56.86m       1.91h   
      6.6454  0.87E-03  C  14 P0=0.52E-03     0.12s      56.87m       1.90h   
      6.6464  0.97E-03  C  14 P0=0.52E-03     0.13s      56.87m       1.90h   
      6.6472  0.97E-03  C  14 P0=0.57E-03     0.12s      56.87m       1.90h   
      6.6482  0.97E-03  C  14 P0=0.57E-03     0.12s      56.87m       1.90h   
      6.6492  0.97E-03  C  14 P0=0.57E-03     0.12s      56.87m       1.90h   
      6.6501  0.97E-03  C  16 P0=0.32E-03     0.13s      56.88m       1.90h   
      6.6511  0.97E-03  C  15 P0=0.43E-03     0.12s      56.88m       1.90h   
      6.6522  0.11E-02  C  15 P0=0.40E-03     0.13s      56.88m       1.90h   
      6.6532  0.11E-02  C  15 P0=0.42E-03     0.13s      56.88m       1.90h   
      6.6542  0.11E-02  C  15 P0=0.41E-03     0.13s      56.88m       1.90h   
      6.6553  0.11E-02  C  15 P0=0.39E-03     0.13s      56.89m       1.90h   
      6.6564  0.11E-02  C  15 P0=0.39E-03     0.13s      56.89m       1.90h   
      6.6575  0.11E-02  C  15 P0=0.38E-03     0.13s      56.89m       1.90h   
      6.6587  0.12E-02  C  14 P0=0.64E-03     0.12s      56.89m       1.90h   
      6.6598  0.12E-02  C  15 P0=0.47E-03     0.13s      56.89m       1.90h   
      6.6610  0.12E-02  C  15 P0=0.50E-03     0.13s      56.90m       1.90h   
      6.6622  0.12E-02  C  15 P0=0.49E-03     0.13s      56.90m       1.90h   
      6.6632  0.11E-02  C  14 P0=0.66E-03     0.26s      56.90m       1.90h   
      6.6643  0.11E-02  C  14 P0=0.64E-03     0.12s      56.91m       1.90h   
      6.6654  0.11E-02  C  14 P0=0.64E-03     0.12s      56.91m       1.90h   
      6.6665  0.11E-02  C  14 P0=0.63E-03     0.12s      56.91m       1.90h   
      6.6676  0.11E-02  C  14 P0=0.62E-03     0.12s      56.91m       1.90h   
      6.6688  0.12E-02  C  14 P0=0.62E-03     0.12s      56.91m       1.90h   
      6.6698  0.12E-02  C  15 P0=0.51E-03     0.13s      56.92m       1.90h   
      6.6709  0.11E-02  C  14 P0=0.63E-03     0.26s      56.92m       1.90h   
      6.6720  0.11E-02  C  14 P0=0.64E-03     0.12s      56.92m       1.90h   
      6.6731  0.11E-02  C  14 P0=0.63E-03     0.12s      56.92m       1.90h   
      6.6742  0.11E-02  C  14 P0=0.62E-03     0.13s      56.93m       1.89h   
      6.6752  0.11E-02  C  14 P0=0.62E-03     0.12s      56.93m       1.89h   
      6.6764  0.12E-02  C  14 P0=0.61E-03     0.12s      56.93m       1.89h   
      6.6775  0.12E-02  C  15 P0=0.48E-03     0.13s      56.93m       1.89h   
      6.6787  0.12E-02  C  15 P0=0.47E-03     0.13s      56.93m       1.89h   
      6.6799  0.12E-02  C  15 P0=0.47E-03     0.13s      56.94m       1.89h   
      6.6810  0.11E-02  C  14 P0=0.63E-03     0.26s      56.94m       1.89h   
      6.6821  0.11E-02  C  14 P0=0.61E-03     0.12s      56.94m       1.89h   
      6.6831  0.11E-02  C  14 P0=0.62E-03     0.12s      56.94m       1.89h   
      6.6842  0.11E-02  C  14 P0=0.60E-03     0.12s      56.95m       1.89h   
      6.6853  0.11E-02  C  14 P0=0.60E-03     0.12s      56.95m       1.89h   
      6.6865  0.12E-02  C  14 P0=0.61E-03     0.12s      56.95m       1.89h   
      6.6876  0.12E-02  C  14 P0=0.65E-03     0.12s      56.95m       1.89h   
      6.6888  0.12E-02  C  14 P0=0.66E-03     0.12s      56.95m       1.89h   
      6.6900  0.12E-02  C  14 P0=0.65E-03     0.12s      56.96m       1.89h   
      6.6912  0.12E-02  C  14 P0=0.65E-03     0.12s      56.96m       1.89h   
      6.6924  0.12E-02  C  14 P0=0.66E-03     0.12s      56.96m       1.89h   
      6.6937  0.13E-02  C  14 P0=0.65E-03     0.12s      56.96m       1.89h   
      6.6947  0.11E-02  C  15 P0=0.39E-03     0.33s      56.97m       1.89h   
      6.6957  0.11E-02  C  14 P0=0.60E-03     0.12s      56.97m       1.89h   
      6.6968  0.11E-02  C  14 P0=0.59E-03     0.12s      56.97m       1.89h   
      6.6979  0.11E-02  C  14 P0=0.60E-03     0.12s      56.97m       1.89h   
      6.6990  0.11E-02  C  14 P0=0.59E-03     0.12s      56.98m       1.89h   
      6.7002  0.12E-02  C  14 P0=0.60E-03     0.12s      56.98m       1.89h   
      6.7013  0.12E-02  C  14 P0=0.66E-03     0.12s      56.98m       1.89h   
      6.7025  0.12E-02  C  14 P0=0.68E-03     0.12s      56.98m       1.88h   
      6.7037  0.12E-02  C  15 P0=0.43E-03     0.13s      56.98m       1.88h   
      6.7049  0.12E-02  C  15 P0=0.42E-03     0.13s      56.99m       1.88h   
      6.7061  0.12E-02  C  14 P0=0.68E-03     0.13s      56.99m       1.88h   
      6.7074  0.13E-02  C  14 P0=0.66E-03     0.12s      56.99m       1.88h   
      6.7086  0.13E-02  C  14 P0=0.70E-03     0.13s      56.99m       1.88h   
      6.7099  0.13E-02  C  14 P0=0.68E-03     0.13s      57.00m       1.88h   
      6.7113  0.13E-02  C  15 P0=0.47E-03     0.13s      57.00m       1.88h   
      6.7126  0.13E-02  C  14 P0=0.70E-03     0.13s      57.00m       1.88h   
      6.7138  0.12E-02  C  14 P0=0.64E-03     0.26s      57.00m       1.88h   
      6.7150  0.12E-02  C  14 P0=0.68E-03     0.12s      57.01m       1.88h   
      6.7162  0.12E-02  C  14 P0=0.66E-03     0.12s      57.01m       1.88h   
      6.7174  0.12E-02  C  14 P0=0.66E-03     0.12s      57.01m       1.88h   
      6.7186  0.12E-02  C  14 P0=0.66E-03     0.12s      57.01m       1.88h   
      6.7199  0.13E-02  C  14 P0=0.66E-03     0.12s      57.01m       1.88h   
      6.7211  0.13E-02  C  15 P0=0.44E-03     0.13s      57.02m       1.88h   
      6.7224  0.13E-02  C  14 P0=0.68E-03     0.13s      57.02m       1.88h   
      6.7238  0.13E-02  C  14 P0=0.71E-03     0.13s      57.02m       1.88h   
      6.7251  0.13E-02  C  15 P0=0.53E-03     0.13s      57.02m       1.88h   
      6.7264  0.13E-02  C  14 P0=0.70E-03     0.13s      57.03m       1.88h   
      6.7274  0.97E-03  C  16 P0=0.31E-03     0.23s      57.03m       1.88h   
      6.7284  0.97E-03  C  14 P0=0.57E-03     0.12s      57.03m       1.88h   
      6.7294  0.97E-03  C  14 P0=0.55E-03     0.12s      57.03m       1.87h   
      6.7303  0.97E-03  C  14 P0=0.56E-03     0.12s      57.04m       1.87h   
      6.7313  0.97E-03  C  14 P0=0.56E-03     0.12s      57.04m       1.87h   
      6.7324  0.11E-02  C  14 P0=0.60E-03     0.12s      57.04m       1.87h   
      6.7333  0.11E-02  C  14 P0=0.65E-03     0.12s      57.04m       1.87h   
      6.7344  0.11E-02  C  14 P0=0.62E-03     0.12s      57.04m       1.87h   
      6.7355  0.11E-02  C  14 P0=0.62E-03     0.12s      57.05m       1.87h   
      6.7366  0.11E-02  C  14 P0=0.61E-03     0.12s      57.05m       1.87h   
      6.7377  0.11E-02  C  14 P0=0.61E-03     0.12s      57.05m       1.87h   
      6.7389  0.12E-02  C  14 P0=0.61E-03     0.12s      57.05m       1.87h   
      6.7399  0.12E-02  C  14 P0=0.66E-03     0.13s      57.05m       1.87h   
      6.7411  0.12E-02  C  14 P0=0.66E-03     0.13s      57.06m       1.87h   
      6.7423  0.12E-02  C  14 P0=0.68E-03     0.13s      57.06m       1.87h   
      6.7435  0.12E-02  C  15 P0=0.40E-03     0.13s      57.06m       1.87h   
      6.7447  0.12E-02  C  14 P0=0.65E-03     0.12s      57.06m       1.87h   
      6.7461  0.13E-02  C  14 P0=0.65E-03     0.12s      57.06m       1.87h   
      6.7473  0.13E-02  C  15 P0=0.48E-03     0.13s      57.07m       1.87h   
      6.7486  0.13E-02  C  22 V1=0.40E-03     0.18s      57.07m       1.87h   
      6.7499  0.13E-02  C  15 P0=0.42E-03     0.13s      57.07m       1.87h   
      6.7513  0.13E-02  C  15 P0=0.42E-03     0.13s      57.07m       1.87h   
      6.7526  0.13E-02  C  15 P0=0.43E-03     0.13s      57.08m       1.87h   
      6.7538  0.12E-02  C  15 P0=0.42E-03     0.13s      57.08m       1.87h   
      6.7551  0.12E-02  C  15 P0=0.40E-03     0.13s      57.08m       1.87h   
      6.7563  0.12E-02  C  15 P0=0.42E-03     0.13s      57.08m       1.87h   
      6.7575  0.12E-02  C  15 P0=0.41E-03     0.13s      57.08m       1.86h   
      6.7587  0.12E-02  C  15 P0=0.41E-03     0.13s      57.09m       1.86h   
      6.7599  0.12E-02  C  15 P0=0.41E-03     0.13s      57.09m       1.86h   
      6.7613  0.13E-02  C  15 P0=0.42E-03     0.13s      57.09m       1.86h   
      6.7625  0.13E-02  C  15 P0=0.48E-03     0.13s      57.09m       1.86h   
      6.7638  0.13E-02  C  15 P0=0.43E-03     0.13s      57.10m       1.86h   
      6.7651  0.13E-02  C  15 P0=0.43E-03     0.13s      57.10m       1.86h   
      6.7665  0.13E-02  C  15 P0=0.43E-03     0.13s      57.10m       1.86h   
      6.7678  0.13E-02  C  15 P0=0.43E-03     0.13s      57.10m       1.86h   
      6.7693  0.15E-02  C  15 P0=0.43E-03     0.13s      57.10m       1.86h   
      6.7706  0.15E-02  C  15 P0=0.46E-03     0.13s      57.11m       1.86h   
      6.7721  0.15E-02  C  15 P0=0.47E-03     0.13s      57.11m       1.86h   
      6.7736  0.15E-02  C  15 P0=0.55E-03     0.14s      57.11m       1.86h   
      6.7749  0.13E-02  C  15 P0=0.47E-03     0.27s      57.12m       1.86h   
      6.7762  0.13E-02  C  15 P0=0.46E-03     0.13s      57.12m       1.86h   
      6.7776  0.13E-02  C  15 P0=0.45E-03     0.13s      57.12m       1.86h   
      6.7789  0.13E-02  C  15 P0=0.45E-03     0.13s      57.12m       1.86h   
      6.7802  0.13E-02  C  15 P0=0.45E-03     0.13s      57.12m       1.86h   
      6.7817  0.15E-02  C  15 P0=0.45E-03     0.13s      57.13m       1.86h   
      6.7829  0.13E-02  C  15 P0=0.48E-03     0.28s      57.13m       1.86h   
      6.7842  0.13E-02  C  15 P0=0.43E-03     0.13s      57.13m       1.86h   
      6.7856  0.13E-02  C  15 P0=0.43E-03     0.15s      57.14m       1.86h   
      6.7869  0.13E-02  C  15 P0=0.43E-03     0.13s      57.14m       1.85h   
      6.7882  0.13E-02  C  15 P0=0.43E-03     0.13s      57.14m       1.85h   
      6.7897  0.15E-02  C  15 P0=0.43E-03     0.13s      57.14m       1.85h   
      6.7910  0.15E-02  C  15 P0=0.47E-03     0.13s      57.14m       1.85h   
      6.7925  0.15E-02  C  15 P0=0.48E-03     0.13s      57.15m       1.85h   
      6.7935  0.97E-03  C  16 P0=0.30E-03     0.25s      57.15m       1.85h   
      6.7945  0.97E-03  C  14 P0=0.55E-03     0.12s      57.15m       1.85h   
      6.7954  0.97E-03  C  14 P0=0.56E-03     0.12s      57.15m       1.85h   
      6.7964  0.97E-03  C  14 P0=0.56E-03     0.12s      57.16m       1.85h   
      6.7974  0.97E-03  C  14 P0=0.56E-03     0.54s      57.17m       1.85h   
      6.7985  0.11E-02  C  14 P0=0.57E-03     0.11s      57.17m       1.85h   
      6.7994  0.11E-02  C  15 P0=0.45E-03     0.12s      57.17m       1.85h   
      6.8005  0.11E-02  C  16 P0=0.32E-03     0.12s      57.17m       1.85h   
      6.8016  0.11E-02  C  15 P0=0.42E-03     0.12s      57.17m       1.85h   
      6.8027  0.11E-02  C  14 P0=0.65E-03     0.11s      57.18m       1.85h   
      6.8037  0.11E-02  C  14 P0=0.66E-03     0.11s      57.18m       1.85h   
      6.8049  0.12E-02  C  15 P0=0.40E-03     0.12s      57.18m       1.85h   
      6.8060  0.12E-02  C  14 P0=0.68E-03     0.11s      57.18m       1.85h   
      6.8072  0.12E-02  C  15 P0=0.45E-03     0.12s      57.18m       1.85h   
      6.8084  0.12E-02  C  15 P0=0.44E-03     0.12s      57.19m       1.85h   
      6.8096  0.12E-02  C  15 P0=0.45E-03     0.12s      57.19m       1.85h   
      6.8108  0.12E-02  C  15 P0=0.41E-03     0.12s      57.19m       1.85h   
      6.8122  0.13E-02  C  15 P0=0.41E-03     0.12s      57.19m       1.85h   
      6.8134  0.13E-02  C  15 P0=0.43E-03     0.12s      57.19m       1.85h   
      6.8147  0.13E-02  C  15 P0=0.44E-03     0.13s      57.20m       1.84h   
      6.8160  0.13E-02  C  15 P0=0.43E-03     0.13s      57.20m       1.84h   
      6.8173  0.13E-02  C  15 P0=0.43E-03     0.13s      57.20m       1.84h   
      6.8187  0.13E-02  C  15 P0=0.44E-03     0.15s      57.20m       1.84h   
      6.8202  0.15E-02  C  15 P0=0.43E-03     0.12s      57.20m       1.84h   
      6.8215  0.15E-02  C  15 P0=0.46E-03     0.12s      57.21m       1.84h   
      6.8226  0.11E-02  C  17 P0=0.27E-03     0.32s      57.21m       1.84h   
      6.8237  0.11E-02  C  18 P0=0.29E-03     0.14s      57.21m       1.84h   
      6.8247  0.11E-02  C  14 P0=0.62E-03     0.12s      57.22m       1.84h   
      6.8258  0.11E-02  C  14 P0=0.63E-03     0.12s      57.22m       1.84h   
      6.8269  0.11E-02  C  14 P0=0.63E-03     0.20s      57.22m       1.84h   
      6.8281  0.12E-02  C  14 P0=0.63E-03     0.11s      57.22m       1.84h   
      6.8292  0.12E-02  C  14 P0=0.68E-03     0.11s      57.23m       1.84h   
      6.8304  0.12E-02  C  15 P0=0.45E-03     0.12s      57.23m       1.84h   
      6.8316  0.12E-02  C  14 P0=0.69E-03     0.12s      57.23m       1.84h   
      6.8328  0.12E-02  C  14 P0=0.69E-03     0.12s      57.23m       1.84h   
      6.8340  0.12E-02  C  14 P0=0.69E-03     0.12s      57.23m       1.84h   
      6.8353  0.13E-02  C  15 P0=0.41E-03     0.13s      57.24m       1.84h   
      6.8365  0.13E-02  C  15 P0=0.44E-03     0.13s      57.24m       1.84h   
      6.8377  0.12E-02  C  23 V1=0.40E-03     0.21s      57.24m       1.84h   
      6.8389  0.12E-02  C  15 P0=0.41E-03     0.13s      57.24m       1.84h   
      6.8401  0.12E-02  C  15 P0=0.43E-03     0.13s      57.25m       1.84h   
      6.8413  0.12E-02  C  14 P0=0.69E-03     0.11s      57.25m       1.84h   
      6.8425  0.12E-02  C  14 P0=0.69E-03     0.12s      57.25m       1.84h   
      6.8438  0.13E-02  C  14 P0=0.69E-03     0.12s      57.25m       1.83h   
      6.8450  0.13E-02  C  15 P0=0.44E-03     0.13s      57.25m       1.83h   
      6.8464  0.13E-02  C  15 P0=0.44E-03     0.13s      57.26m       1.83h   
      6.8477  0.13E-02  C  15 P0=0.44E-03     0.13s      57.26m       1.83h   
      6.8490  0.13E-02  C  15 P0=0.45E-03     0.13s      57.26m       1.83h   
      6.8504  0.13E-02  C  15 P0=0.44E-03     0.13s      57.26m       1.83h   
      6.8518  0.15E-02  C  15 P0=0.48E-03     0.13s      57.26m       1.83h   
      6.8532  0.15E-02  C  15 P0=0.47E-03     0.13s      57.27m       1.83h   
      6.8546  0.15E-02  C  15 P0=0.47E-03     0.13s      57.27m       1.83h   
      6.8561  0.15E-02  C  15 P0=0.47E-03     0.13s      57.27m       1.83h   
      6.8576  0.15E-02  C  15 P0=0.47E-03     0.13s      57.27m       1.83h   
      6.8591  0.15E-02  C  15 P0=0.47E-03     0.13s      57.27m       1.83h   
      6.8607  0.16E-02  C  15 P0=0.47E-03     0.13s      57.28m       1.83h   
      6.8619  0.13E-02  C  20 V1=0.42E-03     0.30s      57.28m       1.83h   
      6.8632  0.13E-02  C  15 P0=0.44E-03     0.13s      57.28m       1.83h   
      6.8646  0.13E-02  C  15 P0=0.44E-03     0.13s      57.29m       1.83h   
      6.8659  0.13E-02  C  15 P0=0.44E-03     0.22s      57.29m       1.83h   
      6.8672  0.13E-02  C  16 V1=0.32E-03     0.13s      57.29m       1.83h   
      6.8683  0.11E-02  C  27 V1=0.42E-03     0.38s      57.30m       1.83h   
      6.8694  0.11E-02  C  15 P0=0.38E-03     0.13s      57.30m       1.83h   
      6.8705  0.11E-02  C  15 P0=0.39E-03     0.13s      57.30m       1.83h   
      6.8716  0.11E-02  C  15 P0=0.37E-03     0.13s      57.30m       1.83h   
      6.8726  0.11E-02  C  15 V1=0.43E-03     0.13s      57.31m       1.82h   
      6.8738  0.12E-02  C  15 V1=0.39E-03     0.13s      57.31m       1.82h   
      6.8749  0.12E-02  C  15 P0=0.44E-03     0.13s      57.31m       1.82h   
      6.8761  0.12E-02  C  15 P0=0.40E-03     0.13s      57.31m       1.82h   
      6.8773  0.12E-02  C  14 P0=0.68E-03     0.12s      57.32m       1.82h   
      6.8785  0.12E-02  C  14 P0=0.68E-03     0.13s      57.32m       1.82h   
      6.8797  0.12E-02  C  14 P0=0.68E-03     0.13s      57.32m       1.82h   
      6.8810  0.13E-02  C  14 P0=0.68E-03     0.12s      57.32m       1.82h   
      6.8822  0.13E-02  C  15 P0=0.44E-03     0.13s      57.32m       1.82h   
      6.8836  0.13E-02  C  15 P0=0.44E-03     0.13s      57.33m       1.82h   
      6.8849  0.13E-02  C  15 P0=0.45E-03     0.13s      57.33m       1.82h   
      6.8862  0.13E-02  C  15 P0=0.44E-03     0.13s      57.33m       1.82h   
      6.8876  0.13E-02  C  15 P0=0.44E-03     0.13s      57.33m       1.82h   
      6.8890  0.15E-02  C  15 P0=0.44E-03     0.14s      57.33m       1.82h   
      6.8904  0.15E-02  C  15 P0=0.47E-03     0.13s      57.34m       1.82h   
      6.8919  0.15E-02  C  15 P0=0.48E-03     0.13s      57.34m       1.82h   
      6.8933  0.15E-02  C  15 P0=0.52E-03     0.14s      57.34m       1.82h   
      6.8948  0.15E-02  C  15 P0=0.47E-03     0.14s      57.34m       1.82h   
      6.8963  0.15E-02  C  15 P0=0.47E-03     0.14s      57.35m       1.82h   
      6.8979  0.16E-02  C  15 P0=0.48E-03     0.13s      57.35m       1.82h   
      6.8994  0.16E-02  C  15 P0=0.52E-03     0.14s      57.35m       1.82h   
      6.9011  0.16E-02  C  15 P0=0.52E-03     0.13s      57.35m       1.82h   
      6.9027  0.16E-02  C  15 P0=0.56E-03     0.13s      57.36m       1.81h   
      6.9044  0.16E-02  C  15 P0=0.52E-03     0.13s      57.36m       1.81h   
      6.9060  0.16E-02  C  15 P0=0.56E-03     0.13s      57.36m       1.81h   
      6.9078  0.18E-02  C  15 P0=0.54E-03     0.13s      57.36m       1.81h   
      6.9093  0.16E-02  C  16 P0=0.46E-03     0.25s      57.37m       1.81h   
      6.9109  0.16E-02  C  15 P0=0.59E-03     0.14s      57.37m       1.81h   
      6.9124  0.15E-02  C  15 P0=0.49E-03     0.32s      57.37m       1.81h   
      6.9139  0.15E-02  C  15 P0=0.48E-03     0.14s      57.38m       1.81h   
      6.9154  0.15E-02  C  15 P0=0.48E-03     0.14s      57.38m       1.81h   
      6.9169  0.15E-02  C  15 P0=0.47E-03     0.14s      57.38m       1.81h   
      6.9183  0.15E-02  C  15 P0=0.47E-03     0.13s      57.38m       1.81h   
